image_path,image_name,ground_truth
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond62.tif,baseballdiamond62,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond63.tif,baseballdiamond63,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond64.tif,baseballdiamond64,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond65.tif,baseballdiamond65,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond66.tif,baseballdiamond66,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond67.tif,baseballdiamond67,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond68.tif,baseballdiamond68,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond69.tif,baseballdiamond69,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond70.tif,baseballdiamond70,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond71.tif,baseballdiamond71,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond72.tif,baseballdiamond72,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond73.tif,baseballdiamond73,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond74.tif,baseballdiamond74,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond75.tif,baseballdiamond75,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond76.tif,baseballdiamond76,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond77.tif,baseballdiamond77,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond78.tif,baseballdiamond78,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond79.tif,baseballdiamond79,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond80.tif,baseballdiamond80,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond81.tif,baseballdiamond81,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond82.tif,baseballdiamond82,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond83.tif,baseballdiamond83,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond84.tif,baseballdiamond84,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond85.tif,baseballdiamond85,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond86.tif,baseballdiamond86,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond87.tif,baseballdiamond87,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond88.tif,baseballdiamond88,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond89.tif,baseballdiamond89,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond90.tif,baseballdiamond90,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond91.tif,baseballdiamond91,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond92.tif,baseballdiamond92,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond93.tif,baseballdiamond93,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond94.tif,baseballdiamond94,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond95.tif,baseballdiamond95,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond96.tif,baseballdiamond96,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond97.tif,baseballdiamond97,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond98.tif,baseballdiamond98,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\baseballdiamond\baseballdiamond99.tif,baseballdiamond99,baseballdiamond
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach00.tif,beach00,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach01.tif,beach01,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach02.tif,beach02,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach03.tif,beach03,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach04.tif,beach04,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach05.tif,beach05,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach06.tif,beach06,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach07.tif,beach07,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach08.tif,beach08,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach09.tif,beach09,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach10.tif,beach10,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach11.tif,beach11,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach12.tif,beach12,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach13.tif,beach13,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach14.tif,beach14,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach15.tif,beach15,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach16.tif,beach16,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach17.tif,beach17,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach18.tif,beach18,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach19.tif,beach19,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach20.tif,beach20,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach21.tif,beach21,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach22.tif,beach22,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach23.tif,beach23,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach24.tif,beach24,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach25.tif,beach25,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach26.tif,beach26,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach27.tif,beach27,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach28.tif,beach28,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach29.tif,beach29,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach30.tif,beach30,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach31.tif,beach31,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach32.tif,beach32,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach33.tif,beach33,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach34.tif,beach34,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach35.tif,beach35,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach36.tif,beach36,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach37.tif,beach37,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach38.tif,beach38,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach39.tif,beach39,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach40.tif,beach40,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach41.tif,beach41,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach42.tif,beach42,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach43.tif,beach43,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach44.tif,beach44,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach45.tif,beach45,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach46.tif,beach46,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach47.tif,beach47,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach48.tif,beach48,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach49.tif,beach49,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach50.tif,beach50,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach51.tif,beach51,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach52.tif,beach52,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach53.tif,beach53,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach54.tif,beach54,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach55.tif,beach55,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach56.tif,beach56,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach57.tif,beach57,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach58.tif,beach58,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach59.tif,beach59,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach60.tif,beach60,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach61.tif,beach61,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach62.tif,beach62,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach63.tif,beach63,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach64.tif,beach64,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach65.tif,beach65,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach66.tif,beach66,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach67.tif,beach67,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach68.tif,beach68,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach69.tif,beach69,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach70.tif,beach70,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach71.tif,beach71,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach72.tif,beach72,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach73.tif,beach73,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach74.tif,beach74,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach75.tif,beach75,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach76.tif,beach76,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach77.tif,beach77,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach78.tif,beach78,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach79.tif,beach79,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach80.tif,beach80,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach81.tif,beach81,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach82.tif,beach82,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach83.tif,beach83,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach84.tif,beach84,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach85.tif,beach85,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach86.tif,beach86,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach87.tif,beach87,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach88.tif,beach88,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach89.tif,beach89,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach90.tif,beach90,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach91.tif,beach91,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach92.tif,beach92,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach93.tif,beach93,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach94.tif,beach94,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach95.tif,beach95,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach96.tif,beach96,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach97.tif,beach97,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach98.tif,beach98,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\beach\beach99.tif,beach99,beach
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings00.tif,buildings00,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings01.tif,buildings01,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings02.tif,buildings02,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings03.tif,buildings03,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings04.tif,buildings04,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings05.tif,buildings05,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings06.tif,buildings06,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings07.tif,buildings07,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings08.tif,buildings08,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings09.tif,buildings09,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings10.tif,buildings10,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings11.tif,buildings11,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings12.tif,buildings12,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings13.tif,buildings13,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings14.tif,buildings14,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings15.tif,buildings15,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings16.tif,buildings16,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings17.tif,buildings17,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings18.tif,buildings18,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings19.tif,buildings19,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings20.tif,buildings20,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings21.tif,buildings21,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings22.tif,buildings22,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings23.tif,buildings23,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings24.tif,buildings24,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings25.tif,buildings25,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings26.tif,buildings26,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings27.tif,buildings27,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings28.tif,buildings28,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings29.tif,buildings29,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings30.tif,buildings30,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings31.tif,buildings31,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings32.tif,buildings32,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings33.tif,buildings33,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings34.tif,buildings34,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings35.tif,buildings35,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings36.tif,buildings36,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings37.tif,buildings37,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings38.tif,buildings38,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings39.tif,buildings39,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings40.tif,buildings40,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings41.tif,buildings41,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings42.tif,buildings42,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings43.tif,buildings43,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings44.tif,buildings44,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings45.tif,buildings45,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings46.tif,buildings46,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings47.tif,buildings47,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings48.tif,buildings48,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings49.tif,buildings49,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings50.tif,buildings50,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings51.tif,buildings51,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings52.tif,buildings52,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings53.tif,buildings53,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings54.tif,buildings54,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings55.tif,buildings55,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings56.tif,buildings56,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings57.tif,buildings57,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings58.tif,buildings58,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings59.tif,buildings59,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings60.tif,buildings60,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings61.tif,buildings61,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings62.tif,buildings62,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings63.tif,buildings63,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings64.tif,buildings64,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings65.tif,buildings65,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings66.tif,buildings66,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings67.tif,buildings67,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings68.tif,buildings68,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings69.tif,buildings69,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings70.tif,buildings70,buildings
D:\Dataset\UCMerced_LandUse_Dataset\Images\buildings\buildings71.tif,buildings71,buildings
